search_term,video_id,url,title,description_snippet,published_date,view_count,crisis_keywords,category,notes
can't afford rent on salary,JDbA9ubLUOQ,https://www.youtube.com/watch?v=JDbA9ubLUOQ,The Rent Apocalypse: 10 Cities Where Even Doctors Can’t Afford a Home,The Rent Apocalypse: 10 Cities Where Even Doctors Can't Afford a Home A doctor in America makes $374000 a year.,2026-02-18,150,can't afford,LEVEL_1_AWARE,
can't afford rent on salary,LDWscsWO-N8,https://www.youtube.com/watch?v=LDWscsWO-N8,50% of Americans Can No Longer Afford Rent. It’s Over.,"50% of American families can no longer afford the roof over their heads. You aren't a citizen anymore—you're just a ""nutrient"" on a ...",2025-12-27,99497,,LEVEL_1_AWARE,
can't afford rent on salary,e88-TbZqo4A,https://www.youtube.com/watch?v=e88-TbZqo4A,“Seniors Are Being Forced Into Campers… Because They Can’t Afford to Live Anymore”,Buy me a coffee https://coff.ee/offendedoutcast Half a million Americans are living in campers… and 250000 of them are seniors ...,2026-03-22,11602,,LEVEL_1_AWARE,
can't afford rent on salary,-73cv64eM7Q,https://www.youtube.com/watch?v=-73cv64eM7Q,Rent Got SO High... Millions of People Are Living in Hotels Now,"More Americans are living in hotels—not because they want to, but because traditional housing has become unaffordable or ...",2026-01-13,680460,,LEVEL_1_AWARE,
can't afford rent on salary,_En1hkg61BY,https://www.youtube.com/watch?v=_En1hkg61BY,"When journalists can’t afford rent, one newsroom buys them a home","When a newsroom can't hire reporters, the problem isn't always pay — sometimes it's rent. In one coastal community, the cost of ...",2026-02-21,43,,LEVEL_1_AWARE,
can't afford rent on salary,4AxkHgRcylw,https://www.youtube.com/watch?v=4AxkHgRcylw,Can&#39;t Pay? We&#39;ll Take It Away! | Season 2 | Episode 10,Can't Pay? We'll Take It Away! Season 2 - Episode 10 Steve and Paul attend the eviction of a multi-occupancy house and attend ...,2026-01-07,50629,,LEVEL_1_AWARE,
can't afford rent on salary,vehrXuPCzGY,https://www.youtube.com/watch?v=vehrXuPCzGY,“I can’t afford to NOT pay rent!” -Elderly woman explains her frustration with her greedy landlord.,,2026-01-16,1785574,,LEVEL_1_AWARE,
can't afford rent on salary,O3EAkWj7IjM,https://www.youtube.com/watch?v=O3EAkWj7IjM,Millions of Full-Time Workers Can’t Afford Housing — Here’s Why (2026),"Millions of Full-Time Workers Can't Afford Housing — Here's Why (2026) Video description: In 2026, the U.S. housing affordability ...",2026-01-18,3485,can't afford,LEVEL_1_AWARE,
can't afford rent on salary,gueVjrRKZg8,https://www.youtube.com/watch?v=gueVjrRKZg8,A Philosopher Explains Why He Can’t Pay This Month’s Rent,The real question: why is the rent? #makesomenoise #dropout #improv ➡️ Go to Dropout.tv to watch new Make Some Noise ...,2026-03-14,805444,,LEVEL_1_AWARE,
can't afford rent on salary,7lxVsdjc26I,https://www.youtube.com/watch?v=7lxVsdjc26I,How Much Rent Can You Afford? (Comfortably),Free Templates and Resources: https://beacons.ai/humphreytalks/downloads Join the free Discord Community: ...,2025-12-29,103904,,LEVEL_1_AWARE,
