search_term,video_id,url,title,category
flight cancelled nightmare,SWwqapmqyNs,https://www.youtube.com/watch?v=SWwqapmqyNs,"Indigo Flight News | No Luggage, Food, Stay: IndiGo Fliers&#39; Nightmare After 500 Flights Cancelled",LEVEL_2_FRUSTRATED
flight cancelled nightmare,rxXzYPDl5jc,https://www.youtube.com/watch?v=rxXzYPDl5jc,"Stranded For 10+ hours, Fliers Demand Action From Indigo Airlines For Cancelled Flights",LEVEL_3_CRISIS
flight cancelled nightmare,TEUsyIBOfSg,https://www.youtube.com/watch?v=TEUsyIBOfSg,"IndiGo Flights | No Luggage, Food, Stay: IndiGo Fliers&#39; Nightmare After 500 Flights Cancelled",LEVEL_2_FRUSTRATED
flight cancelled nightmare,aqQ3lU1xtKI,https://www.youtube.com/watch?v=aqQ3lU1xtKI,IndiGo Flight Cancellation: Nightmare Continues As Ops Still Far From Normal Even As Flyers Get This,LEVEL_1_AWARE
flight cancelled nightmare,S0p4s-z_Rnc,https://www.youtube.com/watch?v=S0p4s-z_Rnc,Impending Boston nor&#39;easter leads to flight cancellations at Logan Airport,LEVEL_3_CRISIS
flight cancelled nightmare,kqKOrynmWJw,https://www.youtube.com/watch?v=kqKOrynmWJw,1000+ Flights Cancelled: Indigo to Face Probe | Vantage with Palki Sharma | N18G,LEVEL_3_CRISIS
flight cancelled nightmare,6-BhV1PLf6U,https://www.youtube.com/watch?v=6-BhV1PLf6U,Traveling nightmare amid winter storm,LEVEL_1_AWARE
flight cancelled nightmare,U8SzHC0yuBM,https://www.youtube.com/watch?v=U8SzHC0yuBM,Major snowstorm hits Northeast; Miami travelers face flight cancellations,LEVEL_1_AWARE
flight cancelled nightmare,xQGS3dp3mxc,https://www.youtube.com/watch?v=xQGS3dp3mxc,Why Indigo Flights Are Getting Cancelled?,LEVEL_2_FRUSTRATED
flight cancelled nightmare,vdt82Xbui7k,https://www.youtube.com/watch?v=vdt82Xbui7k,IndiGo CEO Breaks Silence | Over 1000 Flights Cancelled as Crisis Deepens | IndiGo Meltdown | N18V,LEVEL_2_FRUSTRATED
flight cancelled nightmare,Ebr8sDA4gsc,https://www.youtube.com/watch?v=Ebr8sDA4gsc,IndiGo Flight Chaos Explained,LEVEL_2_FRUSTRATED
flight cancelled nightmare,6Q8fNfYFWKs,https://www.youtube.com/watch?v=6Q8fNfYFWKs,Flight Cancelled at 3 AM 😤 | Travel Nightmare Before Reaching My New Destination,LEVEL_2_FRUSTRATED
