complaint_id,product,sub_product,issue,category,date_received,narrative_snippet,metric
20066879,Debt collection,Auto debt,Attempts to collect debt not owed,LEVEL_1_AWARE,2026-03-07T12:00:00-05:00,,healthcare
20066411,Debt collection,I do not know,Took or threatened to take negative or legal action,LEVEL_1_AWARE,2026-03-07T12:00:00-05:00,,healthcare
20064838,Debt collection,I do not know,Took or threatened to take negative or legal action,LEVEL_1_AWARE,2026-03-07T12:00:00-05:00,,healthcare
20060318,Debt collection,Other debt,Attempts to collect debt not owed,LEVEL_1_AWARE,2026-03-07T12:00:00-05:00,,healthcare
20059540,Debt collection,I do not know,Attempts to collect debt not owed,LEVEL_1_AWARE,2026-03-07T12:00:00-05:00,,healthcare
20059057,Debt collection,I do not know,Attempts to collect debt not owed,LEVEL_1_AWARE,2026-03-07T12:00:00-05:00,,healthcare
20056902,Debt collection,I do not know,Attempts to collect debt not owed,LEVEL_1_AWARE,2026-03-07T12:00:00-05:00,,healthcare
20056238,Debt collection,I do not know,Attempts to collect debt not owed,LEVEL_1_AWARE,2026-03-06T12:00:00-05:00,,healthcare
20056113,Debt collection,I do not know,False statements or representation,LEVEL_1_AWARE,2026-03-06T12:00:00-05:00,,healthcare
20054552,Debt collection,Other debt,Attempts to collect debt not owed,LEVEL_1_AWARE,2026-03-06T12:00:00-05:00,,healthcare
20054540,Debt collection,Other debt,Attempts to collect debt not owed,LEVEL_1_AWARE,2026-03-06T12:00:00-05:00,,healthcare
20054364,Debt collection,I do not know,Attempts to collect debt not owed,LEVEL_1_AWARE,2026-03-06T12:00:00-05:00,,healthcare
20053944,Debt collection,I do not know,Attempts to collect debt not owed,LEVEL_1_AWARE,2026-03-06T12:00:00-05:00,,healthcare
20053868,Debt collection,Other debt,Attempts to collect debt not owed,LEVEL_1_AWARE,2026-03-06T12:00:00-05:00,,healthcare
20053781,Debt collection,Other debt,Attempts to collect debt not owed,LEVEL_1_AWARE,2026-03-06T12:00:00-05:00,,healthcare
20051704,Debt collection,I do not know,Attempts to collect debt not owed,LEVEL_1_AWARE,2026-03-06T12:00:00-05:00,,healthcare
20051182,Debt collection,I do not know,Attempts to collect debt not owed,LEVEL_1_AWARE,2026-03-06T12:00:00-05:00,,healthcare
20050192,Debt collection,I do not know,Attempts to collect debt not owed,LEVEL_1_AWARE,2026-03-06T12:00:00-05:00,,healthcare
20050095,Debt collection,I do not know,Attempts to collect debt not owed,LEVEL_1_AWARE,2026-03-06T12:00:00-05:00,,healthcare
20049954,Debt collection,I do not know,Attempts to collect debt not owed,LEVEL_1_AWARE,2026-03-06T12:00:00-05:00,,healthcare
20049842,Debt collection,I do not know,Attempts to collect debt not owed,LEVEL_1_AWARE,2026-03-06T12:00:00-05:00,,healthcare
20049839,Debt collection,I do not know,Attempts to collect debt not owed,LEVEL_1_AWARE,2026-03-06T12:00:00-05:00,,healthcare
20049250,Debt collection,I do not know,Written notification about debt,LEVEL_1_AWARE,2026-03-06T12:00:00-05:00,,healthcare
20049240,Debt collection,Other debt,Attempts to collect debt not owed,LEVEL_1_AWARE,2026-03-06T12:00:00-05:00,,healthcare
20049238,Debt collection,Other debt,Attempts to collect debt not owed,LEVEL_1_AWARE,2026-03-06T12:00:00-05:00,,healthcare
20049142,Debt collection,Other debt,Attempts to collect debt not owed,LEVEL_1_AWARE,2026-03-06T12:00:00-05:00,,healthcare
20048978,Debt collection,Medical debt,Attempts to collect debt not owed,LEVEL_1_AWARE,2026-03-06T12:00:00-05:00,,healthcare
