search_term,video_id,url,title,description_snippet,published_date,view_count,crisis_keywords,category
laid off tech 2025,t9GtojsahBc,https://www.youtube.com/watch?v=t9GtojsahBc,Tech workers feeling the strain as industry layoffs skyrocket,"Mounting layoffs across the tech industry are leaving tens of thousands of workers without many options, and the increasingly ...",2026-04-25,138902,,LEVEL_1_AWARE
laid off tech 2025,ZKFq9yMaqN8,https://www.youtube.com/watch?v=ZKFq9yMaqN8,Microsoft offers voluntary buyouts for some employees amid broader tech layoffs,The move comes as the company continues heavy investment in artificial intelligence.,2026-04-24,5793,,LEVEL_1_AWARE
laid off tech 2025,m70b6OWuL0k,https://www.youtube.com/watch?v=m70b6OWuL0k,Laid Off After 4 Months as a Software Engineer,"In this video I talk about my experience getting laid off by CrowdStrike during their 5% mass layoffs last year, and provide a quick ...",2026-02-13,231866,,LEVEL_1_AWARE
laid off tech 2025,fv8zpYI9n6s,https://www.youtube.com/watch?v=fv8zpYI9n6s,"Tech Layoffs: The real reason is not AI, it&#39;s US.",Get Exclusive NordVPN deal + 4 months extra here → https://nordvpn.com/jomatwo It's risk-free with Nord's 30-day money-back ...,2026-03-30,166386,,LEVEL_1_AWARE
laid off tech 2025,Zo-In3hflIk,https://www.youtube.com/watch?v=Zo-In3hflIk,Oracle Fires Thousands Of Employees As AI Spending Ramps Up,"Oracle on Tuesday conducted a round of layoffs affecting thousands of employees, citing “current business needs,” according to ...",2026-03-31,27398,,LEVEL_1_AWARE
laid off tech 2025,zkcFVKSd7JM,https://www.youtube.com/watch?v=zkcFVKSd7JM,DO NOT QUIT Your Job! Layoffs Are Getting WORSE in 2026,2nd Channel @ZacV2 Compilation Channel @TheZacRiosShow My TikTok https://www.tiktok.com/@zacrios Chapters 0:00 ...,2026-04-14,687213,,LEVEL_1_AWARE
laid off tech 2025,X6yTgeJsJ8M,https://www.youtube.com/watch?v=X6yTgeJsJ8M,Your layoff wasn’t because of AI…they want to pay you less #layoffs #corporate #tech,,2026-02-10,104595,,LEVEL_1_AWARE
laid off tech 2025,VLUOTci6Atc,https://www.youtube.com/watch?v=VLUOTci6Atc,They’re firing employees and hiring contractors for the same jobs #layoffs #tech #corporate #hiring,,2026-04-09,224638,,LEVEL_1_AWARE
laid off tech 2025,hOpyAQdCNVE,https://www.youtube.com/watch?v=hOpyAQdCNVE,"Oracle Lays Off 30,000 | India Hit Hardest in Biggest Tech Layoff of 2026","Oracle fired around 30000 employees which is 18% of its global workforce with a 6 AM email. In Bengaluru, Hyderabad, and Pune ...",2026-04-01,18636,,LEVEL_1_AWARE
laid off tech 2025,08-n1XxId2A,https://www.youtube.com/watch?v=08-n1XxId2A,Oracle Prepares Thousands of Layoffs Amid AI Expansion | Unmissable | News9,"Oracle, which laid off over 3000 employees last year, is reportedly planning fresh waves of layoffs as it ramps up massive ...",2026-03-06,6630,,LEVEL_1_AWARE
