complaint_id,product,sub_product,issue,category,date_received,narrative_snippet,metric
21823374,Debt collection,I do not know,Took or threatened to take negative or legal action,LEVEL_1_AWARE,2026-05-02T12:00:00-05:00,,healthcare
21820024,Debt collection,I do not know,Written notification about debt,LEVEL_1_AWARE,2026-05-02T12:00:00-05:00,,healthcare
21815101,Debt collection,Credit card debt,Attempts to collect debt not owed,LEVEL_1_AWARE,2026-05-02T12:00:00-05:00,,healthcare
21808749,Debt collection,Credit card debt,Attempts to collect debt not owed,LEVEL_1_AWARE,2026-05-01T12:00:00-05:00,,healthcare
21807292,Debt collection,Other debt,Attempts to collect debt not owed,LEVEL_1_AWARE,2026-05-01T12:00:00-05:00,,healthcare
21806620,Debt collection,Other debt,Written notification about debt,LEVEL_1_AWARE,2026-05-01T12:00:00-05:00,,healthcare
21805909,Debt collection,I do not know,Took or threatened to take negative or legal action,LEVEL_1_AWARE,2026-05-01T12:00:00-05:00,,healthcare
21805617,Debt collection,Other debt,Written notification about debt,LEVEL_1_AWARE,2026-05-01T12:00:00-05:00,,healthcare
21805004,Debt collection,Other debt,Written notification about debt,LEVEL_1_AWARE,2026-05-01T12:00:00-05:00,,healthcare
21804724,Debt collection,I do not know,Attempts to collect debt not owed,LEVEL_1_AWARE,2026-05-01T12:00:00-05:00,,healthcare
21804441,Debt collection,Other debt,Written notification about debt,LEVEL_1_AWARE,2026-05-01T12:00:00-05:00,,healthcare
21803477,Debt collection,Other debt,Written notification about debt,LEVEL_1_AWARE,2026-05-01T12:00:00-05:00,,healthcare
21802678,Debt collection,Other debt,Attempts to collect debt not owed,LEVEL_1_AWARE,2026-05-01T12:00:00-05:00,,healthcare
21800350,Debt collection,Credit card debt,Written notification about debt,LEVEL_1_AWARE,2026-05-01T12:00:00-05:00,,healthcare
21800213,Debt collection,I do not know,Attempts to collect debt not owed,LEVEL_1_AWARE,2026-05-01T12:00:00-05:00,,healthcare
21800163,Debt collection,Credit card debt,Attempts to collect debt not owed,LEVEL_1_AWARE,2026-05-01T12:00:00-05:00,,healthcare
21799985,Debt collection,I do not know,False statements or representation,LEVEL_1_AWARE,2026-05-01T12:00:00-05:00,,healthcare
21799634,Debt collection,Other debt,Attempts to collect debt not owed,LEVEL_1_AWARE,2026-05-01T12:00:00-05:00,,healthcare
21799419,Debt collection,I do not know,Took or threatened to take negative or legal action,LEVEL_1_AWARE,2026-05-01T12:00:00-05:00,,healthcare
21798990,Debt collection,Credit card debt,Attempts to collect debt not owed,LEVEL_1_AWARE,2026-05-01T12:00:00-05:00,,healthcare
21797754,Debt collection,Other debt,Attempts to collect debt not owed,LEVEL_1_AWARE,2026-05-01T12:00:00-05:00,,healthcare
21797752,Debt collection,Other debt,Written notification about debt,LEVEL_1_AWARE,2026-05-01T12:00:00-05:00,,healthcare
21797277,Debt collection,Other debt,Written notification about debt,LEVEL_1_AWARE,2026-05-01T12:00:00-05:00,,healthcare
21797112,Debt collection,Other debt,Written notification about debt,LEVEL_1_AWARE,2026-05-01T12:00:00-05:00,,healthcare
21797062,Debt collection,Medical debt,Attempts to collect debt not owed,LEVEL_1_AWARE,2026-05-01T12:00:00-05:00,,healthcare
21796742,Debt collection,Other debt,Written notification about debt,LEVEL_1_AWARE,2026-05-01T12:00:00-05:00,,healthcare
21796342,Debt collection,Other debt,Written notification about debt,LEVEL_1_AWARE,2026-05-01T12:00:00-05:00,,healthcare
21795897,Debt collection,I do not know,False statements or representation,LEVEL_1_AWARE,2026-05-01T12:00:00-05:00,,healthcare
21795763,Debt collection,I do not know,False statements or representation,LEVEL_1_AWARE,2026-05-01T12:00:00-05:00,,healthcare
21794497,Debt collection,Other debt,Attempts to collect debt not owed,LEVEL_1_AWARE,2026-05-01T12:00:00-05:00,,healthcare
21794483,Debt collection,I do not know,False statements or representation,LEVEL_1_AWARE,2026-05-01T12:00:00-05:00,,healthcare
21794369,Debt collection,Other debt,Written notification about debt,LEVEL_1_AWARE,2026-05-01T12:00:00-05:00,,healthcare
21793996,Debt collection,I do not know,Took or threatened to take negative or legal action,LEVEL_1_AWARE,2026-05-01T12:00:00-05:00,,healthcare
21793685,Debt collection,Telecommunications debt,False statements or representation,LEVEL_1_AWARE,2026-05-01T12:00:00-05:00,,healthcare
21793544,Debt collection,Other debt,Written notification about debt,LEVEL_1_AWARE,2026-05-01T12:00:00-05:00,,healthcare
21792867,Debt collection,Other debt,Written notification about debt,LEVEL_1_AWARE,2026-05-01T12:00:00-05:00,,healthcare
21792834,Debt collection,Other debt,Electronic communications,LEVEL_1_AWARE,2026-05-01T12:00:00-05:00,,healthcare
21792645,Debt collection,I do not know,Attempts to collect debt not owed,LEVEL_1_AWARE,2026-05-01T12:00:00-05:00,,healthcare
21792454,Debt collection,Other debt,Written notification about debt,LEVEL_1_AWARE,2026-05-01T12:00:00-05:00,,healthcare
21792444,Debt collection,Other debt,Attempts to collect debt not owed,LEVEL_1_AWARE,2026-05-01T12:00:00-05:00,,healthcare
21791735,Debt collection,Other debt,Attempts to collect debt not owed,LEVEL_1_AWARE,2026-05-01T12:00:00-05:00,,healthcare
21791361,Debt collection,I do not know,Took or threatened to take negative or legal action,LEVEL_1_AWARE,2026-05-01T12:00:00-05:00,,healthcare
21791270,Debt collection,I do not know,Took or threatened to take negative or legal action,LEVEL_1_AWARE,2026-05-01T12:00:00-05:00,,healthcare
21790978,Debt collection,I do not know,Attempts to collect debt not owed,LEVEL_1_AWARE,2026-05-01T12:00:00-05:00,,healthcare
21790573,Debt collection,Auto debt,Written notification about debt,LEVEL_1_AWARE,2026-05-01T12:00:00-05:00,,healthcare
21790546,Debt collection,I do not know,Took or threatened to take negative or legal action,LEVEL_1_AWARE,2026-05-01T12:00:00-05:00,,healthcare
21790489,Debt collection,Other debt,Written notification about debt,LEVEL_1_AWARE,2026-05-01T12:00:00-05:00,,healthcare
21789925,Debt collection,Other debt,Written notification about debt,LEVEL_1_AWARE,2026-05-01T12:00:00-05:00,,healthcare
21789895,Debt collection,I do not know,Took or threatened to take negative or legal action,LEVEL_1_AWARE,2026-05-01T12:00:00-05:00,,healthcare
21789654,Debt collection,Other debt,Written notification about debt,LEVEL_1_AWARE,2026-05-01T12:00:00-05:00,,healthcare
21789609,Debt collection,Other debt,Attempts to collect debt not owed,LEVEL_1_AWARE,2026-05-01T12:00:00-05:00,,healthcare
