complaint_id,product,sub_product,issue,category,date_received,narrative_snippet,metric
21158490,Debt collection,I do not know,Took or threatened to take negative or legal action,LEVEL_1_AWARE,2026-04-11T12:00:00-05:00,,healthcare
21157113,Debt collection,Telecommunications debt,Written notification about debt,LEVEL_1_AWARE,2026-04-11T12:00:00-05:00,,healthcare
21154315,Debt collection,Rental debt,False statements or representation,LEVEL_1_AWARE,2026-04-11T12:00:00-05:00,,healthcare
21150664,Debt collection,Other debt,Attempts to collect debt not owed,LEVEL_1_AWARE,2026-04-11T12:00:00-05:00,,healthcare
21149541,Debt collection,I do not know,Took or threatened to take negative or legal action,LEVEL_1_AWARE,2026-04-10T12:00:00-05:00,,healthcare
21149383,Debt collection,Other debt,Attempts to collect debt not owed,LEVEL_1_AWARE,2026-04-10T12:00:00-05:00,,healthcare
21149161,Debt collection,I do not know,Took or threatened to take negative or legal action,LEVEL_1_AWARE,2026-04-10T12:00:00-05:00,,healthcare
21148350,Debt collection,I do not know,Attempts to collect debt not owed,LEVEL_1_AWARE,2026-04-10T12:00:00-05:00,,healthcare
21148206,Debt collection,Rental debt,Attempts to collect debt not owed,LEVEL_1_AWARE,2026-04-10T12:00:00-05:00,,healthcare
21146724,Debt collection,I do not know,Attempts to collect debt not owed,LEVEL_1_AWARE,2026-04-10T12:00:00-05:00,,healthcare
21145879,Debt collection,I do not know,Took or threatened to take negative or legal action,LEVEL_1_AWARE,2026-04-10T12:00:00-05:00,,healthcare
21145228,Debt collection,I do not know,Attempts to collect debt not owed,LEVEL_1_AWARE,2026-04-10T12:00:00-05:00,,healthcare
21145113,Debt collection,I do not know,False statements or representation,LEVEL_1_AWARE,2026-04-10T12:00:00-05:00,,healthcare
21145108,Debt collection,I do not know,Attempts to collect debt not owed,LEVEL_1_AWARE,2026-04-10T12:00:00-05:00,,healthcare
21144830,Debt collection,Other debt,Attempts to collect debt not owed,LEVEL_1_AWARE,2026-04-10T12:00:00-05:00,,healthcare
21143666,Debt collection,Payday loan debt,Communication tactics,LEVEL_1_AWARE,2026-04-10T12:00:00-05:00,,healthcare
21143538,Debt collection,I do not know,Took or threatened to take negative or legal action,LEVEL_1_AWARE,2026-04-10T12:00:00-05:00,,healthcare
21143508,Debt collection,Rental debt,Written notification about debt,LEVEL_1_AWARE,2026-04-10T12:00:00-05:00,,healthcare
21143064,Debt collection,Other debt,Attempts to collect debt not owed,LEVEL_1_AWARE,2026-04-10T12:00:00-05:00,,healthcare
21142006,Debt collection,I do not know,Attempts to collect debt not owed,LEVEL_1_AWARE,2026-04-10T12:00:00-05:00,,healthcare
21141598,Debt collection,Other debt,False statements or representation,LEVEL_1_AWARE,2026-04-10T12:00:00-05:00,,healthcare
21140619,Debt collection,Telecommunications debt,Attempts to collect debt not owed,LEVEL_1_AWARE,2026-04-10T12:00:00-05:00,,healthcare
21139301,Debt collection,Other debt,Attempts to collect debt not owed,LEVEL_1_AWARE,2026-04-10T12:00:00-05:00,,healthcare
21138006,Debt collection,Rental debt,Took or threatened to take negative or legal action,LEVEL_1_AWARE,2026-04-10T12:00:00-05:00,,healthcare
21137793,Debt collection,Auto debt,Attempts to collect debt not owed,LEVEL_1_AWARE,2026-04-10T12:00:00-05:00,,healthcare
21136709,Debt collection,I do not know,Attempts to collect debt not owed,LEVEL_1_AWARE,2026-04-10T12:00:00-05:00,,healthcare
21136616,Debt collection,I do not know,Attempts to collect debt not owed,LEVEL_1_AWARE,2026-04-10T12:00:00-05:00,,healthcare
21135124,Debt collection,I do not know,Attempts to collect debt not owed,LEVEL_1_AWARE,2026-04-10T12:00:00-05:00,,healthcare
21133702,Debt collection,I do not know,Communication tactics,LEVEL_1_AWARE,2026-04-10T12:00:00-05:00,,healthcare
21132884,Debt collection,I do not know,Written notification about debt,LEVEL_1_AWARE,2026-04-10T12:00:00-05:00,,healthcare
21132679,Debt collection,I do not know,Took or threatened to take negative or legal action,LEVEL_1_AWARE,2026-04-10T12:00:00-05:00,,healthcare
21132237,Debt collection,Credit card debt,False statements or representation,LEVEL_1_AWARE,2026-04-10T12:00:00-05:00,,healthcare
21131933,Debt collection,Other debt,Attempts to collect debt not owed,LEVEL_1_AWARE,2026-04-10T12:00:00-05:00,,healthcare
21131731,Debt collection,I do not know,Attempts to collect debt not owed,LEVEL_1_AWARE,2026-04-10T12:00:00-05:00,,healthcare
21131456,Debt collection,I do not know,Took or threatened to take negative or legal action,LEVEL_1_AWARE,2026-04-10T12:00:00-05:00,,healthcare
21130802,Debt collection,I do not know,Took or threatened to take negative or legal action,LEVEL_1_AWARE,2026-04-10T12:00:00-05:00,,healthcare
21130628,Debt collection,I do not know,Attempts to collect debt not owed,LEVEL_1_AWARE,2026-04-10T12:00:00-05:00,,healthcare
21130552,Debt collection,I do not know,Attempts to collect debt not owed,LEVEL_1_AWARE,2026-04-10T12:00:00-05:00,,healthcare
21130351,Debt collection,Other debt,Attempts to collect debt not owed,LEVEL_1_AWARE,2026-04-10T12:00:00-05:00,,healthcare
21130056,Debt collection,I do not know,Attempts to collect debt not owed,LEVEL_1_AWARE,2026-04-10T12:00:00-05:00,,healthcare
21129728,Debt collection,Credit card debt,Attempts to collect debt not owed,LEVEL_1_AWARE,2026-04-10T12:00:00-05:00,,healthcare
21129697,Debt collection,Other debt,Attempts to collect debt not owed,LEVEL_1_AWARE,2026-04-10T12:00:00-05:00,,healthcare
21129572,Debt collection,Rental debt,False statements or representation,LEVEL_1_AWARE,2026-04-10T12:00:00-05:00,,healthcare
