search_term,video_id,url,title,description_snippet,published_date,view_count,crisis_keywords,category,notes
can't afford rent on salary,LDWscsWO-N8,https://www.youtube.com/watch?v=LDWscsWO-N8,50% of Americans Can No Longer Afford Rent. It’s Over.,"50% of American families can no longer afford the roof over their heads. You aren't a citizen anymore—you're just a ""nutrient"" on a ...",2025-12-27,98958,,LEVEL_1_AWARE,
can't afford rent on salary,xijBExe92Ic,https://www.youtube.com/watch?v=xijBExe92Ic,How to Never Pay Rent With Just 2 Months Salary? (Van Life Stealth Guide),Living in a Van in 2026: Complete Survival Guide to Affordable Housing Crisis Solution | Van Life Winter Setup Tutorial Discover ...,2026-02-07,24343,,LEVEL_1_AWARE,
can't afford rent on salary,xIhs-nrrja8,https://www.youtube.com/watch?v=xIhs-nrrja8,People Can’t Afford Their Lifestyles Anymore - Cost of Living Crisis,"People are working full-time, earning more than they did years ago, yet somehow they can't afford the same lifestyle. Rent is ...",2026-02-17,3219,can't afford,LEVEL_1_AWARE,
can't afford rent on salary,7lxVsdjc26I,https://www.youtube.com/watch?v=7lxVsdjc26I,How Much Rent Can You Afford? (Comfortably),Free Templates and Resources: https://beacons.ai/humphreytalks/downloads Join the free Discord Community: ...,2025-12-29,103112,,LEVEL_1_AWARE,
can't afford rent on salary,_qR29OPaF-g,https://www.youtube.com/watch?v=_qR29OPaF-g,Millions Are Living In Sheds And Storage Units Because They Can&#39;t Afford Rent Anymore,"Millions of Americans are now living in sheds, storage units, cars, RVs, and makeshift shelters — not by choice, but because rent ...",2026-01-31,4405,,LEVEL_1_AWARE,
can't afford rent on salary,pTyMmSZ2EVs,https://www.youtube.com/watch?v=pTyMmSZ2EVs,You Can&#39;t Afford a House. Good.,"Your coworker just bought a house and won't stop talking about ""building equity."" Your parents are asking why you're still ...",2026-01-23,52040,,LEVEL_1_AWARE,
can't afford rent on salary,vehrXuPCzGY,https://www.youtube.com/watch?v=vehrXuPCzGY,“I can’t afford to NOT pay rent!” -Elderly woman explains her frustration with her greedy landlord.,,2026-01-16,1738437,,LEVEL_1_AWARE,
can't afford rent on salary,JDbA9ubLUOQ,https://www.youtube.com/watch?v=JDbA9ubLUOQ,The Rent Apocalypse: 10 Cities Where Even Doctors Can’t Afford a Home,The Rent Apocalypse: 10 Cities Where Even Doctors Can't Afford a Home A doctor in America makes $374000 a year.,2026-02-18,59,can't afford,LEVEL_1_AWARE,
can't afford rent on salary,zZflvvocXHU,https://www.youtube.com/watch?v=zZflvvocXHU,Millions Are Living In Sheds And Storage Units Because They Can&#39;t Afford Rent Anymore,"Americans are now living in storage units, sheds, tents, and vehicles because rent has become completely unaffordable. This isn't ...",2025-12-21,324440,,LEVEL_1_AWARE,
can't afford rent on salary,1mIp0mUyCKU,https://www.youtube.com/watch?v=1mIp0mUyCKU,Who Can Actually Afford a $500K House in 2026 (The Math Is Brutal),"Discover who can afford a $500K house in 2026 as we explore income requirements, mortgage rates, and housing market trends.",2026-01-14,491739,,LEVEL_1_AWARE,
can't afford rent on salary,D7kwD6ymXyU,https://www.youtube.com/watch?v=D7kwD6ymXyU,40% Can’t Afford Rent — So They’re Moving to FREE Public Land to Survive (2026),40% Can't Afford Rent — So They're Moving to FREE Public Land to Survive (2026) Video description: 40% of Americans can't ...,2026-01-14,103384,can't afford,LEVEL_1_AWARE,
can't afford rent on salary,6NfXdthiblo,https://www.youtube.com/watch?v=6NfXdthiblo,&quot;I CAN&#39;T PAY MY RENT&quot; SUMMER WALKER COLLABORATORS REVEAL SHOCKING FINANCIAL REALITY!,"V: mikailiaiyan / trevonsmusic (IG) LIKE, COMMENT & SUBSCRIBE!! ❤️ PATREON: https://www.patreon.com/cw/SoSeriuzRadio ...",2026-02-26,80096,,LEVEL_1_AWARE,
can't afford rent on salary,s7KXxEJd6Hw,https://www.youtube.com/watch?v=s7KXxEJd6Hw,People Are Living In Their Cars Because They Can No Longer Afford Rent In America,Americans are giving up their apartments and moving into their cars. Some are doing it to escape the rent trap and finally have ...,2025-12-11,58929,,LEVEL_1_AWARE,
can't afford rent on salary,O3EAkWj7IjM,https://www.youtube.com/watch?v=O3EAkWj7IjM,Millions of Full-Time Workers Can’t Afford Housing — Here’s Why (2026),"Millions of Full-Time Workers Can't Afford Housing — Here's Why (2026) Video description: In 2026, the U.S. housing affordability ...",2026-01-18,3480,can't afford,LEVEL_1_AWARE,
can't afford rent on salary,G9TDGyTT0JA,https://www.youtube.com/watch?v=G9TDGyTT0JA,Americans Can’t Afford Rent Anymore In 2026,Rent is rising. Grocery prices are climbing. The cost of living crisis in America is accelerating — and millions of Americans can't ...,2026-01-21,2821,,LEVEL_1_AWARE,
can't afford rent on salary,eSly44yD8lU,https://www.youtube.com/watch?v=eSly44yD8lU,40% of Americans Can’t Afford Rent — The Middle Class Collapse Fueling RV Homelessness (2026),40% of Americans Can't Afford Rent — The Middle Class Collapse Fueling RV Homelessness (2026) Video description: America ...,2026-02-17,4118,"homeless, can't afford",LEVEL_3_CRISIS,
