complaint_id,product,sub_product,issue,category,date_received,narrative_snippet,metric
20041310,Mortgage,Conventional home mortgage,Struggling to pay mortgage,LEVEL_2_FRUSTRATED,2026-03-06T12:00:00-05:00,,housing_despair
20032331,Mortgage,Conventional home mortgage,Trouble during payment process,LEVEL_1_AWARE,2026-03-06T12:00:00-05:00,,housing_despair
20014902,Mortgage,FHA mortgage,Trouble during payment process,LEVEL_1_AWARE,2026-03-05T12:00:00-05:00,,housing_despair
20001487,Mortgage,Conventional home mortgage,Applying for a mortgage or refinancing an existing mortgage,LEVEL_1_AWARE,2026-03-05T12:00:00-05:00,,housing_despair
19981204,Mortgage,Conventional home mortgage,Trouble during payment process,LEVEL_1_AWARE,2026-03-04T12:00:00-05:00,,housing_despair
19978977,Mortgage,Conventional home mortgage,Trouble during payment process,LEVEL_1_AWARE,2026-03-04T12:00:00-05:00,,housing_despair
19977628,Mortgage,Manufactured home loan,Struggling to pay mortgage,LEVEL_2_FRUSTRATED,2026-03-04T12:00:00-05:00,,housing_despair
19977183,Mortgage,Conventional home mortgage,Trouble during payment process,LEVEL_1_AWARE,2026-03-04T12:00:00-05:00,,housing_despair
19975534,Mortgage,FHA mortgage,Struggling to pay mortgage,LEVEL_2_FRUSTRATED,2026-03-04T12:00:00-05:00,,housing_despair
19974710,Mortgage,Conventional home mortgage,Trouble during payment process,LEVEL_1_AWARE,2026-03-04T12:00:00-05:00,,housing_despair
19974457,Mortgage,FHA mortgage,Trouble during payment process,LEVEL_1_AWARE,2026-03-04T12:00:00-05:00,,housing_despair
19973870,Mortgage,Conventional home mortgage,Trouble during payment process,LEVEL_1_AWARE,2026-03-04T12:00:00-05:00,,housing_despair
19972394,Mortgage,Conventional home mortgage,Trouble during payment process,LEVEL_1_AWARE,2026-03-04T12:00:00-05:00,,housing_despair
19969890,Mortgage,VA mortgage,Trouble during payment process,LEVEL_1_AWARE,2026-03-04T12:00:00-05:00,,housing_despair
19959537,Mortgage,Manufactured home loan,Struggling to pay mortgage,LEVEL_2_FRUSTRATED,2026-03-04T12:00:00-05:00,,housing_despair
19953834,Mortgage,Conventional home mortgage,Trouble during payment process,LEVEL_1_AWARE,2026-03-04T12:00:00-05:00,,housing_despair
19948301,Mortgage,Other type of mortgage,Applying for a mortgage or refinancing an existing mortgage,LEVEL_1_AWARE,2026-03-03T12:00:00-05:00,,housing_despair
19946488,Mortgage,FHA mortgage,Closing on a mortgage,LEVEL_1_AWARE,2026-03-03T12:00:00-05:00,,housing_despair
19940443,Mortgage,VA mortgage,Incorrect information on your report,LEVEL_1_AWARE,2026-03-03T12:00:00-05:00,,housing_despair
19933404,Mortgage,Home equity loan or line of credit (HELOC),Applying for a mortgage or refinancing an existing mortgage,LEVEL_1_AWARE,2026-03-03T12:00:00-05:00,,housing_despair
