search_term,video_id,url,title,category
flight cancelled nightmare,6625ZDtEBk4,https://www.youtube.com/watch?v=6625ZDtEBk4,Our Current Nightmare in Doha 💔  My Flight Cancelled 😭 This Wasn’t the Plan,LEVEL_2_FRUSTRATED
flight cancelled nightmare,5Q3jMGUm8Xw,https://www.youtube.com/watch?v=5Q3jMGUm8Xw,"Frustration grows at Hartsfield-Jackson amid flight cancellations, delay",LEVEL_3_CRISIS
flight cancelled nightmare,4-FYUw4YbtE,https://www.youtube.com/watch?v=4-FYUw4YbtE,"Winter storm impacts sunny South Florida airports, causing mass flight cancellations",LEVEL_1_AWARE
flight cancelled nightmare,01I0jIEyLkw,https://www.youtube.com/watch?v=01I0jIEyLkw,Flight Cancelled: US Visa Transit Nightmare!,LEVEL_2_FRUSTRATED
flight cancelled nightmare,2ZNBeNLkLik,https://www.youtube.com/watch?v=2ZNBeNLkLik,Airport Chaos: My Flight Was Canceled! #shorts,LEVEL_1_AWARE
flight cancelled nightmare,BbVFeaft4EM,https://www.youtube.com/watch?v=BbVFeaft4EM,"Carnival Vista Debarkation- 26-Hour Travel Nightmare:Cancelled Flights, Delays &amp; Stuck in Michigan. ",LEVEL_2_FRUSTRATED
flight cancelled nightmare,pxKKYNJx6F0,https://www.youtube.com/watch?v=pxKKYNJx6F0,Airport Karen Loses Control and Attacks Officers Mid-Flight | Karens Getting Arrested By Police,LEVEL_1_AWARE
flight cancelled nightmare,ka-KZSjJ-3g,https://www.youtube.com/watch?v=ka-KZSjJ-3g,"Worldwide Aviation Nightmare: 20,000+ Flights Cancelled, Middle East Skies Turned to Hell",LEVEL_2_FRUSTRATED
flight cancelled nightmare,dkw_q2fV53Y,https://www.youtube.com/watch?v=dkw_q2fV53Y,"Worldwide Aviation Nightmare: 20000+Flights Cancelled, Middle East Skies Turned to Hell ",LEVEL_2_FRUSTRATED
flight cancelled nightmare,9f606cLimZ4,https://www.youtube.com/watch?v=9f606cLimZ4,MY WORST NIGHTMARE:😭Flight Cancelled &amp; Visa Expired! ,LEVEL_2_FRUSTRATED
