complaint_id,product,sub_product,issue,category,date_received,narrative_snippet,metric
20597359,Debt collection,Telecommunications debt,Attempts to collect debt not owed,LEVEL_1_AWARE,2026-03-25T12:00:00-05:00,,healthcare
20594805,Debt collection,I do not know,Attempts to collect debt not owed,LEVEL_1_AWARE,2026-03-25T12:00:00-05:00,,healthcare
20594759,Debt collection,I do not know,Attempts to collect debt not owed,LEVEL_1_AWARE,2026-03-25T12:00:00-05:00,,healthcare
20594447,Debt collection,I do not know,Attempts to collect debt not owed,LEVEL_1_AWARE,2026-03-25T12:00:00-05:00,,healthcare
20594065,Debt collection,Telecommunications debt,Written notification about debt,LEVEL_1_AWARE,2026-03-25T12:00:00-05:00,,healthcare
20593967,Debt collection,I do not know,Attempts to collect debt not owed,LEVEL_1_AWARE,2026-03-25T12:00:00-05:00,,healthcare
20592647,Debt collection,I do not know,Attempts to collect debt not owed,LEVEL_1_AWARE,2026-03-25T12:00:00-05:00,,healthcare
20592570,Debt collection,I do not know,Written notification about debt,LEVEL_1_AWARE,2026-03-25T12:00:00-05:00,,healthcare
20592332,Debt collection,I do not know,Written notification about debt,LEVEL_1_AWARE,2026-03-25T12:00:00-05:00,,healthcare
20592132,Debt collection,I do not know,Attempts to collect debt not owed,LEVEL_1_AWARE,2026-03-25T12:00:00-05:00,,healthcare
20592047,Debt collection,I do not know,Attempts to collect debt not owed,LEVEL_1_AWARE,2026-03-25T12:00:00-05:00,,healthcare
20591488,Debt collection,I do not know,Written notification about debt,LEVEL_1_AWARE,2026-03-25T12:00:00-05:00,,healthcare
20590857,Debt collection,I do not know,Attempts to collect debt not owed,LEVEL_1_AWARE,2026-03-25T12:00:00-05:00,,healthcare
20590639,Debt collection,I do not know,Attempts to collect debt not owed,LEVEL_1_AWARE,2026-03-25T12:00:00-05:00,,healthcare
20589089,Debt collection,I do not know,Attempts to collect debt not owed,LEVEL_1_AWARE,2026-03-25T12:00:00-05:00,,healthcare
20587982,Debt collection,I do not know,Attempts to collect debt not owed,LEVEL_1_AWARE,2026-03-25T12:00:00-05:00,,healthcare
20587573,Debt collection,Credit card debt,Written notification about debt,LEVEL_1_AWARE,2026-03-25T12:00:00-05:00,,healthcare
20587234,Debt collection,I do not know,Attempts to collect debt not owed,LEVEL_1_AWARE,2026-03-25T12:00:00-05:00,,healthcare
20586449,Debt collection,I do not know,Attempts to collect debt not owed,LEVEL_1_AWARE,2026-03-25T12:00:00-05:00,,healthcare
20586137,Debt collection,I do not know,Took or threatened to take negative or legal action,LEVEL_1_AWARE,2026-03-25T12:00:00-05:00,,healthcare
20585711,Debt collection,I do not know,Attempts to collect debt not owed,LEVEL_1_AWARE,2026-03-25T12:00:00-05:00,,healthcare
